second, bytes
0, 0
1, 0
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 552
10, 700
11, 840
12, 840
13, 700
14, 766
15, 836
16, 630
17, 840
18, 700
19, 840
20, 700
21, 840
22, 560
23, 700
24, 700
25, 840
26, 630
27, 770
28, 762
29, 210
30, 0
31, 0
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 0
41, 0
42, 0
43, 0
44, 350
45, 490
46, 420
47, 420
48, 482
49, 482
50, 420
51, 420
52, 412
53, 622
54, 280
55, 552
56, 614
57, 350
58, 420
59, 544
60, 482
61, 350
62, 420
63, 280
64, 420
65, 272
66, 0
67, 0
68, 0
69, 0
70, 0
71, 0
72, 0
73, 0
74, 0
75, 0
76, 0
77, 264
78, 330
79, 396
80, 330
81, 396
82, 396
83, 396
84, 396
85, 330
86, 264
87, 396
88, 330
89, 330
90, 264
91, 330
92, 330
93, 330
94, 330
95, 396
96, 264
97, 330
98, 0
99, 0
