second, bytes
0, 0
1, 134
2, 0
3, 0
4, 0
5, 0
6, 0
7, 0
8, 0
9, 0
10, 0
11, 134
12, 0
13, 0
14, 0
15, 0
16, 0
17, 0
18, 0
19, 0
20, 0
21, 134
22, 0
23, 0
24, 0
25, 0
26, 0
27, 0
28, 0
29, 0
30, 0
31, 134
32, 0
33, 0
34, 0
35, 0
36, 0
37, 0
38, 0
39, 0
40, 1725
41, 2070
42, 2070
43, 1725
44, 2070
45, 1725
46, 1725
47, 1725
48, 2070
49, 1725
50, 1725
51, 1725
52, 1380
53, 1725
54, 1725
55, 1035
56, 0
57, 0
58, 0
59, 0
60, 0
61, 0
62, 960
63, 2814
64, 1986
65, 2880
66, 2400
67, 1920
68, 2400
69, 2400
70, 1920
71, 2880
72, 1920
73, 1920
74, 2400
75, 2400
76, 1440
77, 1920
78, 1920
79, 2400
80, 2400
81, 2400
82, 2400
83, 2400
84, 2400
85, 2400
86, 2400
87, 1920
88, 2880
89, 2400
90, 1920
91, 2400
92, 2400
93, 2400
94, 2400
95, 480
96, 0
97, 0
98, 0
99, 0
100, 0
101, 0
102, 0
103, 0
104, 4488
105, 3740
106, 4488
107, 2992
108, 4422
109, 3058
110, 3740
111, 3608
112, 2992
113, 4422
114, 3058
115, 4012
116, 3468
117, 2992
118, 2992
119, 4088
120, 3260
121, 3674
122, 3806
123, 3674
124, 2310
125, 0
126, 0
127, 2926
128, 3806
129, 3472
130, 3260
131, 2992
132, 2926
133, 7480
134, 66
135, 3608
136, 6666
137, 6798
138, 8030
139, 5984
140, 814
141, 0
142, 0
143, 0
