second, bytes
0, 111
1, 66
2, 111
3, 0
4, 66
5, 0
6, 177
7, 0
8, 111
9, 66
10, 111
11, 66
12, 0
13, 0
14, 177
15, 0
16, 1172
17, 66
18, 111
19, 933
20, 0
21, 66
22, 111
23, 0
24, 66
25, 846
26, 0
27, 0
28, 177
29, 0
30, 66
31, 0
32, 111
33, 0
34, 66
35, 0
36, 177
37, 0
38, 0
39, 177
40, 330
41, 396
42, 573
43, 330
44, 396
45, 441
46, 396
47, 330
48, 462
49, 441
50, 330
51, 330
52, 441
53, 330
54, 441
55, 264
56, 0
57, 111
58, 66
59, 111
60, 0
61, 66
62, 132
63, 507
64, 330
65, 507
66, 330
67, 330
68, 441
69, 330
70, 264
71, 573
72, 264
73, 441
74, 330
75, 441
76, 1370
77, 330
78, 264
79, 639
80, 396
81, 441
82, 330
83, 507
84, 330
85, 330
86, 330
87, 441
88, 396
89, 330
90, 330
91, 441
92, 330
93, 330
94, 507
95, 66
96, 111
97, 0
98, 66
99, 111
100, 66
101, 0
102, 0
103, 111
104, 462
105, 441
106, 462
107, 264
108, 507
109, 330
110, 330
111, 441
112, 330
113, 396
114, 330
115, 441
116, 330
117, 330
118, 375
119, 330
120, 330
121, 507
122, 330
123, 396
124, 309
125, 0
126, 66
127, 309
128, 396
129, 264
130, 396
131, 375
132, 330
133, 771
134, 0
135, 507
136, 1766
137, 594
138, 792
139, 705
140, 66
141, 66
142, 0
143, 111
