second, bytes
0, 66
1, 111
2, 66
3, 0
4, 111
5, 0
6, 177
7, 0
8, 66
9, 111
10, 66
11, 111
12, 0
13, 0
14, 177
15, 0
16, 198
17, 111
18, 66
19, 1647
20, 0
21, 111
22, 66
23, 0
24, 111
25, 541
26, 0
27, 111
28, 66
29, 0
30, 111
31, 0
32, 66
33, 0
34, 111
35, 0
36, 177
37, 0
38, 0
39, 177
40, 1600
41, 1920
42, 2097
43, 1600
44, 1920
45, 1666
46, 1711
47, 1600
48, 2031
49, 1666
50, 1600
51, 1600
52, 1457
53, 1600
54, 1666
55, 1071
56, 0
57, 66
58, 111
59, 66
60, 0
61, 111
62, 652
63, 2022
64, 1415
65, 2022
66, 1630
67, 1415
68, 1696
69, 1630
70, 1304
71, 2133
72, 1304
73, 1481
74, 1630
75, 1696
76, 1176
77, 1415
78, 1304
79, 2802
80, 1741
81, 1696
82, 1630
83, 1807
84, 1630
85, 1630
86, 1630
87, 1481
88, 1956
89, 1630
90, 1415
91, 1696
92, 1630
93, 1630
94, 1807
95, 326
96, 66
97, 0
98, 111
99, 66
100, 111
101, 0
102, 0
103, 66
104, 2067
105, 1696
106, 2067
107, 1304
108, 2022
109, 1415
110, 1630
111, 1696
112, 1415
113, 1956
114, 1415
115, 1696
116, 1630
117, 1415
118, 1370
119, 1630
120, 1630
121, 1807
122, 1630
123, 1741
124, 1044
125, 0
126, 111
127, 1370
128, 1630
129, 1304
130, 1741
131, 1367
132, 1415
133, 3326
134, 0
135, 1741
136, 3000
137, 2934
138, 3697
139, 3846
140, 326
141, 111
142, 0
143, 66
